cph,easting,northing,cattle,pigs,sheep,goats,deer
48/365/2,406700,502400,37,0,343,0,0
48/365/4,407795,498151,155,0,867,2,0
48/365/7,410000,498500,266,0,1199,0,0
48/365/9,407750,498164,0,0,49,0,0
48/365/10,407900,498300,53,0,0,0,0
48/365/13,407604,498122,0,0,208,0,0
48/365/15,407900,498200,0,0,31,0,0
48/365/19,408200,498800,176,0,692,0,0
48/365/22,406200,502700,24,0,636,0,0
48/365/24,406100,503800,0,0,1279,0,0
48/365/25,405500,501200,32,0,551,0,0
48/365/27,409100,498100,214,0,891,0,0
48/365/28,407200,497700,83,0,295,0,0
8/343/35,362400,496800,21,2,37,0,0
48/365/36,407500,498200,278,0,1715,0,0
48/365/37,407700,497900,0,0,68,0,0
48/365/40,406200,502200,321,0,0,0,0
48/365/41,404600,502200,0,0,0,1,0
48/366/1,408700,502700,62,0,1268,0,0
48/366/3,408997,501110,73,0,728,0,0
48/366/4,409300,499600,209,0,1365,0,0
48/366/5,410466,500536,164,0,773,0,0
48/366/7,410700,499600,344,0,1553,0,0
48/366/10,410100,501200,146,0,992,0,0
48/367/4,392752,501558,33,0,744,0,0
48/367/11,395200,498200,33,0,123,0,0
48/369/10,390200,498600,17,0,506,0,0
48/369/11,390917,497908,8,0,0,0,0
48/369/13,392500,498000,28,0,957,0,0
48/369/18,386800,501500,37,0,1839,0,0
8/391/6,363500,523400,23,1,513,0,0
48/370/3,405400,505000,0,0,1575,0,0
48/370/6,406800,503800,173,0,2307,0,0
48/371/11,413831,507177,166,169,0,0,0
48/371/18,414000,509300,0,0,377,0,0
48/371/25,414000,508000,3,0,0,0,0
48/372/5,398523,500312,0,0,33,0,0
48/372/7,404100,499100,191,0,1815,0,0
48/372/12,402300,501600,97,0,1185,0,0
48/372/22,401900,502200,16,0,623,0,0
48/372/30,403800,499600,57,0,337,0,0
48/372/31,401400,499300,4,0,230,0,0
48/372/39,402826,499703,73,0,1539,0,0
48/372/40,404100,499300,85,0,1165,0,0
48/372/42,401700,498900,41,0,1242,0,0
48/372/77,403763,499836,0,0,16,0,0
48/372/84,404500,499000,0,0,65,0,0
48/372/86,401015,499857,59,0,1038,0,0
8/411/96,361300,503500,46,1,3074,0,0
8/411/6000,362800,502100,6,2,4,0,0
8/411/8000,362890,500537,9,1,20,0,0
48/375/28,420600,502700,76,0,0,0,0
48/375/30,419918,502552,0,0,34,0,0
48/375/32,420791,502497,0,0,580,0,0
48/375/36,420300,502600,0,0,14,0,0
48/375/37,419948,502434,0,0,12,0,0
48/376/1,417800,496500,0,0,273,0,0
48/377/1,419695,512508,0,3435,0,0,0
48/377/4,419300,512600,167,0,0,0,0
48/377/7000,419253,513563,45,0,0,0,0
48/378/3,414310,511772,0,677,533,0,0
48/378/5,414255,510024,0,0,83,0,0
48/378/6,414171,509984,11,0,0,0,0
48/379/3,414600,505900,81,0,170,0,0
48/379/4,413806,505788,14,0,288,0,0
48/379/13,414900,504900,297,0,2965,0,0
48/379/14,415100,506100,293,0,0,0,0
48/379/34,415000,506100,159,0,407,0,0
48/400/5,403500,491800,124,0,716,0,0
48/400/8,403800,491900,37,0,339,0,0
48/400/12,403200,491500,94,0,4022,0,0
48/401/1,416159,491789,269,0,16,0,0
48/401/31,416032,491655,81,17,30,0,0
48/401/32,416800,491900,8,0,0,0,0
48/406/1,414900,492800,62,0,734,0,0
48/406/3,415817,492732,2,0,110,0,0
48/406/4,416500,492600,203,0,581,0,0
48/406/5,415879,492823,76,0,33,0,0
48/407/3,413501,491775,3,0,0,0,0
48/409/190,382700,492000,0,0,474,0,0
48/409/208,379300,493700,0,0,112,0,0
48/410/10,386173,495478,29,0,807,0,0
48/410/11,387300,491600,82,0,2567,3,0
48/410/16,383300,494000,4,0,1562,0,0
48/410/39,387200,491600,0,0,383,0,0
48/410/44,386900,491500,18,0,289,0,0
48/410/48,379500,494600,0,0,864,6,0
48/410/49,380300,493100,87,0,2013,0,0
48/410/56,387600,491400,16,0,302,0,0
48/410/59,381500,494900,4,0,220,0,0
48/410/61,385613,493451,93,0,508,0,0
48/410/66,385405,494265,0,0,48,0,0
48/411/1,419100,492000,215,0,0,0,0
48/411/3,419100,493100,156,5,145,0,0
48/411/12,419100,492500,17,0,70,0,0
48/411/38,418500,493100,109,0,0,0,0
48/411/46,418600,492300,0,0,36,0,0
48/411/48,418600,493800,21,0,98,0,0
48/418/33,406154,494449,0,0,205,0,0
48/419/46,404908,494037,0,0,9,0,0
48/427/3,450868,504359,1,0,0,1,0
48/427/4,451479,503008,25,0,0,0,0
48/427/11,450500,503300,61,0,515,0,0
48/427/13,450600,504600,121,0,643,0,0
48/427/18,450662,503223,0,0,522,0,0
48/427/19,450364,504514,17,0,0,0,0
48/427/45,450731,504232,26,0,0,0,0
48/427/56,450281,505568,44,0,50,0,0
48/428/3,458700,508700,0,0,404,0,0
48/428/4,457000,508900,57,0,0,0,0
48/428/5,458700,509400,75,0,0,0,0
48/428/6,458000,509100,193,0,0,0,0
48/428/8,457800,508600,0,0,1238,0,0
48/428/12,459000,509200,106,0,0,0,0
48/428/21,457800,508700,38,138,329,0,0
48/428/22,456300,508800,60,0,0,0,0
48/429/3,449620,502959,160,0,0,0,0
48/429/4,448900,504500,0,0,652,0,0
48/429/9,449508,503044,0,0,12,0,0
48/429/14,449558,502917,71,0,143,0,0
48/429/15,449538,502919,0,0,242,0,0
48/429/51,449700,503100,0,0,10,0,0
48/430/5,455100,510000,24,0,374,0,0
48/430/6,454100,510700,78,0,0,0,0
48/430/24,457800,511700,222,0,851,0,0
48/430/26,454700,509300,50,0,699,0,0
48/430/29,456600,510600,74,0,260,0,0
48/430/30,455100,511100,48,0,350,0,0
48/430/33,455951,510999,0,0,73,0,0
48/430/38,455916,510988,29,0,0,0,0
48/430/88,454300,512300,83,0,13,0,0
48/430/101,454000,509500,0,0,466,0,0
48/430/106,457532,511944,22,0,251,0,0
48/430/107,455700,510800,0,0,38,0,0
48/430/109,454256,509398,560,0,910,0,0
48/430/113,458600,511400,0,0,10,0,0
48/431/1,454423,506505,0,25,0,0,0
48/431/2,455000,504100,10,0,1919,1,0
48/431/5,454501,506469,12,0,0,0,0
48/431/9,455119,508285,124,0,967,0,0
48/431/20,456100,507500,73,0,194,0,0
48/431/24,456500,507000,65,0,0,0,0
48/431/29,455600,506500,23,0,0,0,0
48/431/37,454781,504805,0,4,141,0,0
48/431/40,454585,506534,5,0,15,3,0
48/431/45,454500,507000,86,11,109,0,0
48/431/51,455202,504505,90,0,0,0,0
48/431/85,454600,507500,18,0,0,0,0
48/432/6,452500,504900,211,0,0,0,0
48/435/7,457300,505500,212,0,0,0,0
48/435/13,458228,506382,0,0,98,0,0
48/435/14,458056,506309,13,0,301,0,0
48/435/19,458107,506324,0,0,78,0,0
48/435/21,458600,508400,177,0,688,0,0
48/435/27,458935,506869,147,0,311,0,0
48/435/28,459200,506200,14,0,0,0,0
48/435/30,458400,507200,145,0,0,0,0
48/435/33,458600,505000,116,0,385,0,0
48/435/34,458262,506258,11,0,844,0,0
48/435/52,458185,506296,0,0,18,1,0
48/435/60,458162,506390,3,0,0,0,0
48/435/65,458263,506219,0,0,25,0,0
48/435/66,459700,503200,123,0,0,0,0
48/435/68,458244,506312,0,0,294,0,0
48/435/69,459100,503500,256,0,0,0,0
48/435/71,458138,506255,21,0,869,0,0
48/435/77,459200,504200,0,0,8,2,0
48/436/4,463500,509400,67,0,1040,6,0
48/436/9,463467,510169,14,0,1639,0,0
48/436/11,460500,510100,100,0,488,0,0
48/436/20,460800,509500,11,0,174,0,0
48/436/21,460800,509400,188,0,1457,0,0
48/436/27,466330,508062,149,0,15,0,0
48/437/3,452900,505200,206,0,0,0,0
48/440/1,451800,512000,0,0,149,0,0
48/440/7000,450800,512000,0,0,44,0,0
48/443/6,447402,503161,0,490,0,0,0
48/443/8,446766,503810,0,0,5,0,0
48/443/10,447700,504100,119,3,4,0,0
48/444/1,447123,506811,66,0,340,0,0
48/444/3,447169,506818,0,0,1881,0,0
48/444/4,449000,509300,0,0,213,0,0
48/444/13,446151,507170,0,0,26,0,0
48/445/1,450075,510176,243,0,0,0,0
48/445/11,449900,510200,143,0,0,0,0
48/445/12,449600,510300,14,2,0,0,0
48/445/13,450400,508800,150,0,222,0,0
48/445/33,449400,511100,15,0,25,0,0
48/445/36,449990,510048,17,0,0,0,0
48/445/38,449600,508300,39,0,141,0,0
48/445/48,449939,510033,0,4174,0,0,0
48/445/51,449300,503000,22,0,482,0,0
48/445/54,450084,510163,13,0,0,0,0
48/445/55,450023,510081,13,0,0,0,0
48/446/4,449300,506400,24,341,533,0,0
48/447/1,448400,507400,0,0,194,0,0
48/447/9,448700,506700,5,2,30,0,0
48/448/4,451518,508351,37,0,0,0,0
48/448/6,452390,508594,0,0,40,0,0
48/448/18,452400,510500,338,0,0,0,0
48/448/23,452900,510000,0,0,257,0,0
48/448/80,452408,508480,0,0,406,0,0
48/448/92,451600,508300,202,0,1817,0,0
48/448/96,453400,510100,0,0,52,0,0
48/448/97,453400,508500,30,0,89,0,0
48/448/98,453100,508700,48,0,0,0,0
48/448/101,451438,510473,61,0,650,0,0
48/448/102,451967,510118,0,0,144,0,0
48/448/103,453567,508836,0,0,40,0,0
48/448/9018,452768,509266,0,0,143,0,0
48/448/9019,451400,508724,0,0,4,0,0
48/449/1,448400,501300,39,23,467,0,0
48/449/11,449100,500700,99,0,242,0,0
48/449/15,447900,501700,132,0,0,0,0
48/449/18,447200,502200,0,450,0,0,0
48/450/7,483200,500300,98,0,964,0,0
48/450/8,483784,501390,54,0,3018,0,0
48/450/11,483230,500238,0,0,228,0,0
48/450/13,482400,502900,48,0,1408,0,0
48/450/18,483920,500870,38,0,733,0,0
48/450/19,483885,501306,12,0,389,0,0
48/450/20,483861,501389,14,0,415,0,0
48/450/22,482760,500950,0,0,100,0,0
48/450/32,483900,503900,83,0,0,0,0
48/450/33,482800,503500,61,0,1357,0,0
48/450/39,483705,501236,0,0,155,0,0
48/450/41,483750,500380,21,0,981,0,0
48/450/53,483500,502200,2,0,0,0,0
48/450/57,482400,502400,27,0,0,0,0
48/450/58,482500,502200,0,0,52,0,0
48/450/61,483800,500400,0,0,212,0,0
48/454/1,477978,493370,58,0,0,0,0
48/456/13,473100,495800,48,503,982,0,0
48/456/18,471900,498700,0,0,1035,0,0
48/456/20,469649,499445,0,0,1694,0,0
48/462/83,487000,492000,0,8,0,1,0
48/466/75,482100,493300,0,0,17,0,0
48/467/3,479319,493346,0,0,493,0,0
48/467/24,481100,494900,88,0,0,0,0
48/467/181,479679,496368,0,0,556,0,0
48/467/341,478150,494084,40,0,0,0,0
48/467/350,479372,493205,15,0,279,0,0
48/476/18,481400,500900,102,0,613,0,0
48/476/19,479200,502900,104,0,2285,0,0
48/476/26,481300,504000,194,0,510,0,0
48/476/28,478700,505600,98,0,325,0,0
48/476/88,478749,500900,0,0,156,3,0
48/476/89,478700,508100,131,0,0,0,0
48/476/95,479449,501640,12,0,38,0,0
48/476/96,478500,506500,8,0,637,0,0
48/476/98,480765,506396,0,3,0,0,0
48/476/120,479297,496696,6,0,182,0,0
48/476/121,478264,509480,0,0,10,0,0
48/476/132,481654,503708,72,0,0,0,0
48/476/133,484263,508478,0,0,550,0,0
48/476/136,480200,506400,0,0,20,0,0
48/476/137,480400,505400,97,0,763,0,0
48/476/138,480900,501500,0,0,56,0,0
48/476/140,479500,503900,61,0,0,0,0
48/476/141,480700,507000,0,0,81,0,0
48/476/143,480336,504622,0,0,101,3,0
48/479/21,493600,505600,0,0,124,0,0
48/479/22,495100,503700,42,0,0,0,0
48/479/43,492300,501000,0,0,845,0,0
48/480/95,472200,503600,0,0,1564,0,0
48/480/98,477200,504900,9,0,0,0,0
48/480/100,474900,503900,201,0,397,0,0
48/480/102,476800,506200,0,0,34,0,0
48/480/106,477100,505800,26,0,637,0,0
48/480/133,477800,505600,0,0,25,0,0
48/480/143,473586,509597,72,0,559,0,0
48/480/149,473500,504700,72,0,0,0,0
48/480/157,476600,506200,0,0,28,0,0
48/480/163,474300,505700,0,0,0,1,0
48/480/164,477100,509600,0,0,8,2,0
48/480/166,475600,506800,56,0,0,0,0
48/480/170,478300,505300,0,0,53,0,0
48/480/171,476400,505700,0,3,13,2,0
48/482/2,479200,516800,148,801,0,0,0
48/482/6,479500,516500,0,0,210,0,0
48/482/10,478045,518120,0,1950,463,0,0
48/482/18,479400,516700,50,0,0,0,0
48/482/20,479200,517000,1,0,101,0,0
48/482/53,479500,516600,0,0,171,0,0
48/482/55,479200,517100,10,0,129,0,0
48/482/56,479100,517100,2,0,0,0,0
48/482/57,479300,516400,0,0,39,0,0
48/482/58,477900,518100,0,0,43,0,0
48/482/59,478051,518205,8,0,170,0,0
48/483/1,484400,511300,152,0,1003,0,0
48/484/9,483600,514600,136,0,0,3,0
48/484/10,483504,514670,192,0,225,0,0
48/484/11,483600,514743,109,0,121,0,0
48/484/13,483400,515600,129,0,134,23,0
48/484/44,481900,514800,0,0,460,0,0
48/484/45,484600,512900,0,0,50,0,0
48/485/5,480500,513300,7,0,0,1,0
48/485/7,480800,512400,44,0,0,0,0
48/485/9,481300,512300,80,0,389,0,0
48/490/50,489035,502633,2,0,99,0,0
48/490/51,489190,507631,0,0,11,0,0
48/490/54,489200,505800,2,9,70,6,0
48/491/1,479500,511300,59,0,143,0,0
48/491/2,479834,509944,0,0,22,0,0
48/491/4,478800,511800,93,0,140,0,0
48/491/9,479200,511700,80,0,0,0,0
48/491/13,480200,511500,129,0,0,0,0
48/491/23,480800,511700,125,0,0,0,0
48/491/32,480362,509704,22,0,840,0,0
48/491/34,479800,511300,229,0,0,0,0
48/491/55,480700,511600,0,0,13,1,0
48/491/58,479976,509935,0,0,64,0,0
48/492/3,435800,507800,162,0,0,0,0
48/492/5,436900,507000,0,0,90,0,0
48/492/6,436800,509300,64,0,0,0,0
4/646/119,473500,514000,3,1,2,0,0
4/646/125,475700,519000,430,1,287,0,0
4/646/132,471700,518300,1,2,43,0,0
4/754/9002,453000,520800,1,3,1204,0,0
4/754/9021,453700,520600,13,992,1,0,0
48/501/113,490000,509600,0,0,47,1,0
48/501/114,489500,510200,8,0,5,0,0
48/501/116,490315,509472,0,0,10,0,0
48/501/117,488561,511035,0,0,2,0,0
48/501/119,490912,509306,0,0,8,0,0
48/501/9025,490420,508742,0,0,8,0,0
48/532/3,443300,496600,0,0,37,0,0
48/532/4,443330,496846,66,0,0,0,0
48/533/3,436377,505259,0,0,404,0,0
48/533/6,436200,506800,0,0,513,0,0
48/533/7,436500,505700,395,0,0,0,0
48/533/9,436400,506300,38,0,0,0,0
48/533/15,435500,504500,6,0,0,0,0
48/533/16,437500,504500,64,0,705,0,0
48/533/17,437500,505500,363,0,330,0,0
48/533/21,436300,504370,15,0,0,0,0
48/533/25,437400,506300,0,163,248,0,0
48/541/3,441100,493600,84,3166,128,0,0
48/541/7,440151,493890,3,0,33,0,0
48/542/1,445300,496000,12,0,3279,0,0
48/542/2,445000,495500,239,0,10,0,0
48/542/3,446344,495060,0,0,89,0,0
48/542/7,445100,495500,126,0,0,0,0
48/542/9,444300,495200,237,0,0,0,0
48/542/13,444800,495400,0,0,71,0,0
8/748/101,378500,491800,0,0,15,0,0
8/775/1,364600,491500,51,0,521,0,0
8/775/2,369500,494700,48,0,1204,0,0
8/775/8,363200,497400,42,0,582,0,0
8/775/9,365862,497170,36,0,1113,0,0
8/775/13,363400,496600,83,0,666,0,0
8/775/16,363600,493000,0,0,19,0,0
8/775/83,362900,494800,83,0,576,0,0
8/775/84,365100,492500,90,0,690,0,0
8/775/85,369300,495600,16,0,477,0,0
8/775/92,362900,491800,64,0,713,0,0
8/775/98,363400,493600,76,0,850,0,0
8/775/106,370842,492326,307,0,342,0,0
8/775/108,362700,495500,53,0,574,0,0
8/775/109,363800,495100,165,0,932,0,0
8/775/112,363000,494900,25,0,364,0,0
8/775/120,367500,492800,76,0,1370,0,0
8/775/122,364000,493100,0,0,372,8,0
12/5/5,386500,529500,18,0,430,0,0
12/6/17,413667,518938,116,0,0,0,0
12/12/33,408312,525363,11,0,0,0,0
12/12/63,409600,525900,25,0,0,0,0
12/12/72,410300,525600,10,0,0,0,0
12/12/138,410015,526881,110,0,0,0,0
12/12/199,409200,525900,0,0,4,0,0
12/13/37,404900,518600,69,0,1601,0,0
12/13/81,405600,519500,81,0,0,0,0
12/13/104,401881,521570,5,0,0,0,0
12/13/106,406400,519100,52,0,141,0,0
12/14/50,394984,526187,0,0,0,2,0
12/14/51,396900,526400,0,0,412,0,0
12/14/126,393700,526400,0,0,11,0,0
12/14/134,396400,530700,0,0,0,2,0
12/14/135,395600,526600,0,0,111,0,0
12/14/9009,395795,532137,0,0,17,0,0
12/14/9029,393956,526094,16,0,0,0,0
12/18/9009,412887,520451,0,0,1350,0,0
12/23/16,413300,518200,31,0,240,0,0
12/24/22,407400,526000,20,0,0,0,0
12/24/9004,407006,525511,142,0,151,0,0
12/31/158,418200,525500,46,0,0,0,0
12/31/309,423000,527300,28,0,0,0,0
12/31/370,418100,529600,4,0,9,0,0
12/31/452,421200,537500,42,0,90,0,0
12/31/457,414300,531500,5,0,0,0,0
12/31/503,410093,524624,27,0,62,0,0
12/31/509,415000,534300,39,0,0,0,0
12/31/535,415800,524400,0,0,4,0,0
12/31/539,420300,534900,0,0,0,8,0
12/31/541,416189,535624,0,0,5,0,0
12/71/53,439150,537055,0,0,0,1,0
12/71/9019,440100,534500,270,0,0,0,0
12/78/11,425678,551968,100,0,0,0,0
12/78/35,424700,552500,0,0,0,4,0
12/82/3,425500,517300,63,0,0,0,0
12/82/8,427200,517700,46,0,0,0,0
12/83/5,428600,522100,7,0,6,0,0
12/84/12,431459,517993,0,0,0,1,0
12/87/12,427200,520500,88,0,0,0,0
12/87/15,427693,519412,0,0,0,1,0
12/89/166,428300,517900,0,0,0,4,0
12/90/1,421448,518352,0,0,1386,0,0
12/93/30,421600,522700,0,0,13,0,0
12/93/159,425800,521800,3,0,0,0,0
12/94/11,422700,517300,125,0,0,0,0
12/95/12,423200,521900,66,0,0,0,0
12/96/77,429671,511583,3,0,63,0,0
12/208/65,408300,538200,0,0,106,0,0
12/208/83,410600,536100,70,0,0,0,0
12/208/94,410600,536300,0,0,161,0,0
12/208/97,411574,534921,0,0,0,9,0
12/208/211,412800,537600,0,0,82,0,0
12/208/212,410800,537300,0,0,13,0,0
12/208/213,407081,533480,11,0,50,0,0
12/208/214,406100,543500,0,0,183,0,0
12/210/18,392866,547133,0,0,156,0,0
12/213/4,437067,521800,0,0,378,0,0
12/234/17,434600,532700,24,0,402,0,0
12/238/2,438000,529000,38,0,0,0,0
12/238/40,433700,529800,73,0,0,0,0
12/238/82,436100,530200,8,0,0,0,0
12/238/103,438800,526100,3,0,0,0,0
12/238/112,437600,530000,0,0,4,0,0
12/238/123,437000,525400,15,896,0,0,0
12/238/129,435400,525100,7,0,506,0,0
12/262/3,429000,551700,397,0,0,0,0
12/265/30,426400,541000,85,0,0,0,0
12/265/120,399600,538300,10,0,10,0,0
12/270/1,432800,516400,72,0,0,0,0
12/273/49,402500,536400,0,0,189,0,0
12/273/84,399100,540300,0,0,64,0,0
12/273/190,389200,538600,72,0,34,0,0
12/273/196,388800,538300,70,0,523,0,0
12/273/201,388000,538500,0,0,0,3,0
12/273/220,386400,539000,8,0,0,0,0
12/273/234,386200,539300,0,0,47,4,0
12/273/390,393700,543100,17,0,542,0,0
12/273/525,393500,537800,0,0,553,0,0
12/273/573,394400,540300,0,0,5,0,0
12/273/593,393900,543000,0,0,3,0,0
12/277/18,421400,547500,49,3,2205,0,0
12/284/1,427700,552800,0,0,130,0,0
12/600/2,412407,512636,96,0,456,0,0
12/600/6,411700,511300,0,0,4096,0,0
12/692/31,396700,512800,93,0,802,0,0
12/692/38,401900,514200,13,0,0,0,0
12/692/50,400700,513500,72,0,281,0,0
12/692/65,400800,513600,88,0,0,0,0
12/692/99,399410,513358,8,0,0,0,0
12/692/101,394600,512600,0,0,4,0,0
12/692/9006,398900,513400,8,0,0,0,0
12/692/9008,394353,508737,3,0,69,7,0
12/692/9012,402742,514015,0,0,329,0,0
12/694/20,402400,519300,0,0,969,0,0
12/696/14,398941,512091,41,0,2310,0,0
12/700/4,440500,542900,68,0,0,0,0
12/208/158,408400,538100,2,1,1,0,0
30/772/54,426692,556358,2,0,0,0,0
12/14/138,395400,525600,118,0,270,0,0
12/17/8,409000,522000,260,0,995,0,0
12/19/14,408200,518100,115,0,978,0,0
12/19/45,408100,518300,0,0,707,0,0
12/20/6,415195,521993,71,0,994,0,0
12/17/7,409900,521800,219,0,999,0,0
12/18/58,413500,520500,0,0,132,0,0
12/12/195,408200,526400,169,0,0,0,0
12/14/48,396600,525600,72,0,38,0,0
12/14/63,395900,524800,0,0,100,0,0
12/14/137,395600,525100,0,0,100,0,0
12/17/10,409400,522100,25,0,475,0,0
12/129/3,429200,519600,0,0,0,1,0
12/235/5,429200,519600,0,0,0,4,0
12/14/9031,393500,523300,0,0,37,0,0
12/31/9113,415600,524400,0,0,21,0,0
12/41/9022,411000,532000,0,0,23,0,0
12/93/9012,420800,523500,0,0,421,0,0
30/618/6509,416600,568700,121,0,0,0,0
12/31/8002,415500,531600,52,43,81,0,0
4/529/15,436500,522800,0,0,1232,0,0
8/139/6510,367600,542200,0,0,81,0,0
12/699/6501,395200,519600,0,0,150,0,0
12/140/6500,407000,530500,0,0,255,0,0
8/318/6501,378400,515100,134,0,0,0,0
31/192/6500,425000,579000,0,0,2375,0,0
12/93/142,422100,523600,23,0,153,0,0
8/314/6507,368800,525200,0,0,8,0,0
48/319/6500,441500,507300,216,0,19,0,0
48/8/6503,443100,500300,24,0,35,0,0
8/405/6533,361200,509100,8,0,348,0,0
8/405/6504,361800,509700,0,0,162,0,0
8/315/6500,367300,511900,38,0,0,0,0
8/405/6508,361900,508300,99,0,84,0,0
8/405/6510,361700,508200,3,0,62,0,0
8/170/6510,361800,508800,0,0,18,0,0
4/652/108,459500,514500,63,0,0,0,0
4/652/110,460800,513400,71,0,1161,0,0
4/652/113,455100,515900,325,0,4,0,0
4/652/114,455100,514400,105,0,0,0,0
8/395/6001,361300,513200,0,0,351,0,0
8/159/16,360900,542100,83,0,656,0,0
8/159/53,361500,541700,267,0,1704,0,0
8/145/6537,362600,531900,0,0,17,0,0
8/331/6502,362700,528500,0,0,84,0,0
8/414/6501,364700,521300,0,0,340,0,0
8/309/6537,366900,522000,0,0,108,0,0
8/322/6506,367300,524600,0,0,90,0,0
8/331/6503,361200,526900,0,0,26,0,0
8/321/6502,364500,526700,0,0,82,0,0
8/321/6503,365200,524900,0,0,274,0,0
8/331/6504,361100,526100,0,0,22,0,0
8/331/6510,361200,527200,0,0,4,0,0
8/322/6523,368100,522400,0,0,13,0,0
31/533/6516,361700,511950,0,0,217,0,0
8/322/6509,367300,524700,0,0,45,0,0
8/322/6510,367800,522900,0,0,20,0,0
8/391/6514,362900,524500,0,0,6,0,0
8/331/6002,361100,527000,0,0,1,0,0
8/398/6516,362000,521500,0,0,26,0,0
8/322/6528,367800,522200,0,0,85,0,0
8/417/6506,370800,520300,0,0,202,0,0
8/322/6529,365300,524100,0,0,184,0,0
8/322/6512,368200,523100,0,0,61,0,0
8/391/6509,362600,523700,0,0,109,0,0
8/145/6517,362600,531900,0,0,48,0,0
8/145/6518,362600,531900,0,0,22,0,0
8/403/6500,360900,522000,0,0,133,0,0
8/326/6502,362300,528100,0,0,55,0,0
8/398/6512,362000,521500,0,0,131,0,0
8/309/6548,370500,519200,0,0,7,0,0
8/321/6505,363500,525200,0,0,45,0,0
8/331/6505,361100,526100,0,0,70,0,0
8/145/6521,361500,532100,0,0,198,0,0
8/321/6504,362200,526300,0,0,74,0,0
8/145/6522,363600,531400,0,0,347,0,0
8/170/6019,365000,532500,0,0,0,4,0
8/414/5000,367900,527000,0,0,1306,0,0
8/414/6000,365500,519800,0,0,280,0,0
8/331/6506,361100,526100,0,0,105,0,0
8/322/6521,367300,524700,0,0,45,0,0
8/417/6511,370800,520300,0,0,144,0,0
8/324/6508,367800,527700,0,0,5,0,0
8/145/6525,362600,531900,0,0,31,0,0
8/394/6505,362600,526000,0,0,2,0,0
8/145/6527,361100,532700,0,0,121,0,0
8/391/6513,362800,522400,0,0,123,0,0
8/331/6507,361100,527000,0,0,156,0,0
8/395/6551,362100,518800,0,0,198,0,0
8/322/6507,368200,527000,17,0,854,0,0
8/322/6530,365300,524100,0,0,69,0,0
8/321/6511,363860,525830,0,0,242,0,0
12/274/6501,412200,538300,0,0,77,0,0
12/274/8000,412100,539100,0,0,122,0,0
8/145/9,363900,531200,0,0,10,0,0
8/320/6515,376900,507200,0,0,16,0,0
8/327/6508,375700,508200,0,0,371,0,0
8/334/6510,377300,504100,0,0,51,0,0
48/480/6510,477300,505800,0,0,137,0,0
4/514/44,439800,523200,0,0,26,0,0
4/517/46,438392,518510,0,0,0,6,0
4/517/51,439300,518800,0,0,5,0,0
4/556/39,447400,531700,0,43,0,0,0
4/557/1,445600,532400,34,0,0,0,0
4/558/13,446625,533954,23,1271,1482,0,0
4/558/19,445275,535870,25,0,0,0,0
4/615/3,441700,509100,54,0,0,0,0
4/757/3,447700,514000,42,102,0,0,0
8/319/24,381700,512100,52,0,391,0,0
8/319/30,380500,511000,15,0,316,0,0
8/319/32,379512,511656,0,0,51,0,0
8/320/20,376700,507400,4,0,234,1,0
12/115/6502,425100,537600,55,0,0,0,0
31/499/6523,414800,578400,54,0,16,0,0
31/280/6507,413300,578500,10,0,0,0,0
12/54/6501,407600,529500,144,0,33,0,0
12/31/403,417000,534200,0,0,36,0,0
8/139/6501,368300,541200,0,0,123,0,0
8/321/6000,362300,527300,0,4,0,0,0
8/139/6502,368800,543100,0,0,1161,0,0
8/320/6501,377800,514600,20,0,356,1,0
8/319/6529,381100,511400,0,0,259,0,0
8/327/6523,383700,512300,52,0,5,0,0
8/327/6510,375100,507300,0,0,701,0,0
8/403/6502,361400,521900,7,0,0,0,0
8/395/6526,362300,520400,25,0,0,0,0
8/394/6500,361700,523900,26,0,0,0,0
8/408/6516,363500,519200,0,0,85,0,0
8/321/6500,365900,522900,39,0,0,0,0
8/321/6501,364200,525600,80,0,0,0,0
8/315/6539,369500,513800,5,0,294,0,0
8/333/6500,374000,514700,0,0,67,0,0
8/315/6502,369000,512900,0,0,608,0,0
8/315/6533,368500,513500,39,0,361,0,0
8/333/6530,371300,514800,74,0,0,0,0
8/328/24,371100,514800,0,3,0,0,0
8/315/6529,370000,512000,0,0,473,0,0
8/405/6509,361800,508200,11,0,0,0,0
8/405/6517,361600,508200,3,0,71,0,0
8/333/6503,372300,519500,77,0,493,0,0
8/309/6505,366200,518100,51,0,984,0,0
8/330/6501,373200,510700,24,0,264,0,0
8/309/6510,366200,517200,0,0,54,0,0
8/313/6509,372400,508800,0,0,907,0,0
8/313/6501,372300,514200,0,0,65,0,0
8/320/6504,372800,509700,0,0,7,0,0
8/309/6514,373100,521000,43,0,4,0,0
8/309/6541,369900,519400,47,0,0,0,0
8/309/68,366900,522000,0,0,1,0,0
8/334/6500,377400,506500,0,0,529,0,0
8/334/6501,377400,505900,22,0,1905,0,0
8/325/6501,378000,506500,0,0,8,0,0
8/325/7001,377700,506700,0,0,2,0,0
8/320/6505,378800,507000,0,0,1086,0,0
8/315/6549,370100,511400,0,0,403,0,0
8/313/6508,371500,510800,25,0,371,0,0
8/315/6534,370200,510800,121,0,522,0,0
8/320/6507,371600,510900,5,0,66,0,0
8/325/6504,377500,505000,0,0,382,0,0
8/325/6503,378500,502100,0,0,962,0,0
8/325/6506,379500,507300,0,0,401,0,0
8/320/9037,379800,508200,0,11,0,0,0
