cph,easting,northing,cattle,pigs,sheep,goats,deer
12/17/3,414400,521300,0.783694428957325,0,2.30408086340093,0,0
12/17/6,413800,522700,2.82456533770036,0,0,0,0
12/17/11,409600,522800,0,0,3.91623855548732,0,0
12/19/57,406800,518800,0.146942705429498,0.0192948716390186,0.0232970764752369,0,0
12/23/1,410400,517900,0.212250574509275,0,0.647658726011585,0,0
12/23/4,410600,517500,6.17159362803893,0,0,0,0
12/23/12,412200,517700,8.3757342094814,0,0,0,0
12/23/15,412400,518100,1.38779221794526,0,2.08974775982875,0,0
12/23/17,412300,517800,0.0979618036196656,0,3.92322767842989,0,0
12/24/21,407200,524800,0.816348363497213,0,0.263256964170177,0,0
12/31/26,421700,532500,8.44104207856119,0,9.61470346133026,0,0
12/31/100,423000,531000,0,0,3.47592381010534,5.19201831861302,0
12/31/391,415200,535300,4.11439575202596,0,1.45606727970230,0,0
12/31/404,414700,537600,0.0979618036196656,0,2.59529431934139,0,0
12/31/438,414900,531800,0.065307869079777,0,0.722209370732343,0,0
12/31/439,414700,533100,2.59598779592114,0.173653844751168,2.26913524868807,0,0
12/31/444,414600,531800,1.02859893800649,0,0.382072054193885,0,0
12/31/455,418800,536800,3.00416197766975,0.0192948716390186,0.067561521778187,0,0
12/31/486,420600,532800,0.359193279938774,0,1.26037183731031,0,0
12/31/554,408400,537200,2.28577541779220,5.42185893056423,2.40425829224445,0,0
12/31/9018,414600,531900,0.408174181748607,0.0385897432780373,0.0116485382376184,0,0
12/31/9098,414000,534000,0.0163269672699443,1.54358973112149,0.00232970764752369,0,0
12/40/17,414300,528500,3.26539345398885,0,1.84745816448628,0,0
12/40/218,414600,524500,1.63269672699443,0,0.225981641809798,0,0
12/41/93,413375,531798,0.065307869079777,0.135064101473130,0.218992518867227,0,0
12/53/42,420986,527409,0.375520247208718,0,2.42755536871968,2.59600915930651,0
12/54/4,409400,530300,3.16743165036919,0,4.12591224376445,0,0
12/54/6,408300,529500,2.08985181055287,0,0.493898021275022,0,0
12/54/19,411800,533400,0.897983199846935,0,6.05956959120911,0,0
12/54/26,407600,529000,2.51435295957142,0,3.11481912473917,0,0
12/55/6,419036,524460,1.66535066153432,0,0.71987966308482,15.5760549558391,0
12/55/16,418668,525365,0,1.48570511620443,0,0,0
12/55/91,416900,524700,0,0,0.689593463667011,0,0
12/55/114,417500,527600,0.555116887178105,0.636730764087615,0.037275322360379,2.59600915930651,0
12/55/115,419414,525520,0,13.8923075800934,3.16607269298469,0,0
12/55/120,418800,524400,0.326539345398885,38.6090381496763,12.8995912443387,0,0
12/55/122,417000,528000,0.832675330767158,0.0385897432780373,0.19569544239199,0,0
